Year,State_Name,Constituency_No,Constituency_Name,v1,v2,v3
1984.0,Dadra_&_Nagar_Haveli,1.0,DADRA & NAGAR HAVELI,54.33,40.31,3.65
1984.0,Karnataka,1.0,BIDAR,53.36,35.67,3.32
1984.0,Karnataka,2.0,GULBARGA,58.75,34.95,1.47
1984.0,Karnataka,3.0,RAICHUR,54.08,39.46,3.64
1984.0,Karnataka,4.0,KOPPAL,51.89,39.28,2.05
1984.0,Karnataka,5.0,BELLARY,56.05,41.4,0.63
1984.0,Karnataka,6.0,DAVANGERE,54.09,41.82,1.38
1984.0,Karnataka,7.0,CHITRADURGA,52.3,41.66,2.89
1984.0,Karnataka,8.0,TUMKUR,51.0,45.15,1.86
1984.0,Karnataka,9.0,CHIKBALLAPUR,51.8,43.67,1.9
1984.0,Karnataka,10.0,KOLAR,51.92,42.22,0.96
1984.0,Karnataka,11.0,KANAKAPURA,47.78,46.68,2.71
1984.0,Karnataka,12.0,BANGALORE NORTH,51.13,42.97,0.89
1984.0,Karnataka,13.0,BANGALORE SOUTH,47.58,45.29,2.42
1984.0,Karnataka,14.0,MANDYA,58.55,36.47,1.33
1984.0,Karnataka,15.0,CHAMARAJANAGAR,53.75,35.74,3.47
1984.0,Karnataka,16.0,MYSORE,54.71,40.44,1.26
1984.0,Karnataka,17.0,MANGALORE,62.03,37.3,0.67
1984.0,Karnataka,18.0,UDUPI,62.37,31.48,3.07
1984.0,Karnataka,19.0,HASSAN,49.52,43.56,5.37
1984.0,Karnataka,20.0,CHIKMAGALUR,61.8,29.62,3.78
1984.0,Karnataka,21.0,SHIMOGA,57.86,33.93,5.48
1984.0,Karnataka,22.0,KANARA,50.25,39.82,4.97
1984.0,Karnataka,23.0,DHARWAD SOUTH,53.14,41.27,0.86
1984.0,Karnataka,24.0,DHARWAD NORTH,52.31,42.11,1.94
1984.0,Karnataka,25.0,BELGAUM,42.66,35.18,12.64
1984.0,Karnataka,26.0,CHIKKODI,47.78,47.01,1.59
1984.0,Karnataka,27.0,BAGALKOT,49.82,47.59,1.38
1984.0,Karnataka,28.0,BIJAPUR,48.62,48.05,1.21
1984.0,Kerala,1.0,KASARAGOD,45.54,43.57,10.22
1984.0,Kerala,2.0,CANNANORE,51.66,47.18,0.53
1984.0,Kerala,3.0,BADAGARA,46.67,44.77,5.83
1984.0,Kerala,4.0,CALICUT,49.96,40.25,7.28
1984.0,Kerala,5.0,MANJERI,50.9,38.3,7.67
1984.0,Kerala,6.0,PONNANI,58.47,37.71,2.7
1984.0,Kerala,7.0,PALGHAT,51.62,44.76,1.99
1984.0,Kerala,8.0,OTTAPALAM,54.74,44.26,0.59
1984.0,Kerala,9.0,TRICHUR,51.92,42.01,4.35
1984.0,Kerala,10.0,MUKUNDAPURAM,51.44,43.59,3.58
1984.0,Kerala,11.0,ERNAKULAM,50.63,37.79,5.46
1984.0,Kerala,12.0,MUVATTUPUZHA,59.16,38.35,1.77
1984.0,Kerala,13.0,KOTTAYAM,47.49,46.44,4.68
1984.0,Kerala,14.0,IDUKKI,57.67,33.22,8.33
1984.0,Kerala,15.0,ALLEPPEY,51.95,45.49,1.79
1984.0,Kerala,16.0,MAVELIKARA,46.52,46.26,5.03
1984.0,Kerala,17.0,ADOOR,54.06,43.98,1.39
1984.0,Kerala,18.0,QUILON,49.77,46.14,2.55
1984.0,Kerala,19.0,CHIRAYINKIL,50.67,44.68,2.07
1984.0,Kerala,20.0,TRIVANDRUM,43.0,33.41,19.8
1984.0,Arunachal_Pradesh,1.0,ARUNACHAL WEST,42.91,42.56,7.28
1984.0,Arunachal_Pradesh,2.0,ARUNACHAL EAST,43.87,23.76,13.12
1984.0,Sikkim,1.0,SIKKIM,68.5,25.81,2.08
1984.0,"Goa,_Daman_&_Diu",1.0,PANAJI,42.97,23.73,14.23
1984.0,"Goa,_Daman_&_Diu",2.0,MORMUGAO,49.49,20.51,16.92
1984.0,Nagaland,1.0,NAGALAND,64.64,29.33,6.04
1984.0,Bihar,1.0,BAGAHA,68.73,14.37,10.7
1984.0,Bihar,2.0,BETTIAH,55.85,22.11,12.57
1984.0,Bihar,3.0,MOTIHARI,59.81,26.1,6.79
1984.0,Bihar,4.0,GOPALGANJ,59.21,22.72,14.98
1984.0,Bihar,5.0,SIWAN,60.29,27.04,5.05
1984.0,Bihar,6.0,MAHARAJGANJ,63.09,30.02,3.46
1984.0,Bihar,7.0,CHAPRA,35.91,30.2,28.27
1984.0,Bihar,8.0,HAJIPUR,53.61,44.89,0.76
1984.0,Bihar,9.0,VAISHALI,47.47,43.93,2.65
1984.0,Bihar,10.0,MUZAFFARPUR,59.33,32.19,3.1
1984.0,Bihar,11.0,SITAMARHI,46.24,20.38,12.07
1984.0,Bihar,12.0,SHEOHAR,52.45,35.87,5.84
1984.0,Bihar,13.0,MADHUBANI,62.03,35.71,0.59
1984.0,Bihar,14.0,JHANJHARPUR,64.56,29.27,3.67
1984.0,Bihar,15.0,DARBHANGA,51.45,34.91,7.62
1984.0,Bihar,16.0,ROSERA,57.78,36.89,1.89
1984.0,Bihar,17.0,SAMASTIPUR,57.76,38.65,0.85
1984.0,Bihar,18.0,BARH,63.74,26.84,6.72
1984.0,Bihar,19.0,BALIA,51.1,25.37,19.65
1984.0,Bihar,20.0,SAHARSA,43.69,26.44,20.86
1984.0,Bihar,21.0,MADHEPURA,54.41,40.67,0.99
1984.0,Bihar,22.0,ARARIA,63.87,20.75,8.45
1984.0,Bihar,23.0,KISHANGANJ,44.19,17.43,17.34
1984.0,Bihar,24.0,PURNEA,68.0,23.97,2.72
1984.0,Bihar,25.0,KATIHAR,50.06,40.06,5.57
1984.0,Bihar,26.0,RAJMAHAL,50.06,24.54,12.65
1984.0,Bihar,27.0,DUMKA,53.89,27.67,15.18
1984.0,Bihar,28.0,GODDA,45.41,17.01,16.29
1984.0,Bihar,29.0,BANKA,64.08,32.33,1.32
1984.0,Bihar,30.0,BHAGALPUR,40.63,35.19,19.74
1984.0,Bihar,31.0,KHAGARIA,52.3,22.93,10.62
1984.0,Bihar,32.0,MONGHYR,49.34,19.3,16.66
1984.0,Bihar,33.0,BEGUSARAI,73.35,19.99,4.86
1984.0,Bihar,34.0,NALANDA,37.0,30.67,24.25
1984.0,Bihar,35.0,PATNA,43.37,28.81,23.71
1984.0,Bihar,36.0,ARRAH,53.19,16.92,10.65
1984.0,Bihar,37.0,BUXAR,46.26,33.86,12.78
1984.0,Bihar,38.0,SASARAM,48.25,47.93,1.29
1984.0,Bihar,39.0,BIKRAMGANJ,48.53,48.28,0.63
1984.0,Bihar,40.0,AURANGABAD,58.13,23.36,14.71
1984.0,Bihar,41.0,JAHANABAD,50.68,46.51,1.06
1984.0,Bihar,42.0,NAWADA,64.36,20.93,12.21
1984.0,Bihar,43.0,GAYA,43.98,28.13,25.43
1984.0,Bihar,44.0,CHATRA,56.4,14.56,14.43
1984.0,Bihar,45.0,KODARMA,58.85,27.45,2.95
1984.0,Bihar,46.0,GIRIDIH,53.52,19.37,17.97
1984.0,Bihar,47.0,DHANBAD,41.37,28.73,14.29
1984.0,Bihar,48.0,HAZARIBAGH,47.75,31.44,7.08
1984.0,Bihar,49.0,RANCHI,49.47,16.51,15.54
1984.0,Bihar,50.0,JAMSHEDPUR,45.73,30.36,10.45
1984.0,Bihar,51.0,SINGHBHUM,44.52,18.54,8.97
1984.0,Bihar,52.0,KHUNTI,41.1,27.22,17.68
1984.0,Bihar,53.0,LOHARDAGA,59.57,20.91,7.37
1984.0,Bihar,54.0,PALAMAU,72.54,19.87,3.35
1984.0,Jammu_&_Kashmir,1.0,BARAMULLA,69.69,27.93,2.38
1984.0,Jammu_&_Kashmir,2.0,SRINAGAR,81.08,17.88,0.45
1984.0,Jammu_&_Kashmir,3.0,ANANTNAG,58.51,38.6,1.14
1984.0,Jammu_&_Kashmir,4.0,LADAKH,55.59,42.17,2.24
1984.0,Jammu_&_Kashmir,5.0,UDHAMPUR,56.98,26.24,10.29
1984.0,Jammu_&_Kashmir,6.0,JAMMU,46.51,25.24,24.76
1984.0,Tamil_Nadu,1.0,MADRAS NORTH,52.2,44.93,0.42
1984.0,Tamil_Nadu,2.0,MADRAS CENTRAL,58.21,40.27,0.48
1984.0,Tamil_Nadu,3.0,MADRAS SOUTH,51.92,44.51,0.49
1984.0,Tamil_Nadu,4.0,SRIPERUMBUDUR,59.54,39.93,0.53
1984.0,Tamil_Nadu,5.0,CHENGALPATTU,54.09,43.5,0.62
1984.0,Tamil_Nadu,6.0,ARAKKONAM,52.2,41.33,2.76
1984.0,Tamil_Nadu,7.0,VELLORE,52.93,39.02,6.94
1984.0,Tamil_Nadu,8.0,TIRUPPATTUR,55.59,32.88,9.54
1984.0,Tamil_Nadu,10.0,TINDIVANAM,68.47,29.66,1.88
1984.0,Tamil_Nadu,11.0,CUDDALORE,61.18,36.52,1.78
1984.0,Tamil_Nadu,13.0,DHARMAPURI,63.33,34.6,2.06
1984.0,Tamil_Nadu,14.0,KRISHNAGIRI,64.74,29.41,1.78
1984.0,Tamil_Nadu,16.0,SALEM,69.21,23.78,1.31
1984.0,Tamil_Nadu,17.0,TIRUCHENGODE,60.93,38.35,0.72
1984.0,Tamil_Nadu,18.0,NILGIRIS,60.31,37.03,0.57
1984.0,Tamil_Nadu,19.0,GOBICHETTIPALAYAM,64.49,33.86,1.21
1984.0,Tamil_Nadu,20.0,COIMBATORE,57.77,41.11,1.11
1984.0,Tamil_Nadu,22.0,PALANI,71.26,25.16,1.86
1984.0,Tamil_Nadu,23.0,DINDIGUL,61.79,36.38,0.98
1984.0,Tamil_Nadu,24.0,MADURAI,62.72,33.07,1.91
1984.0,Tamil_Nadu,25.0,PERIYAKULAM,62.9,34.3,0.97
1984.0,Tamil_Nadu,26.0,KARUR,68.36,29.42,2.22
1984.0,Tamil_Nadu,27.0,TIRUCHIRAPPALLI,58.05,40.37,0.54
1984.0,Tamil_Nadu,28.0,PERAMBALUR,63.57,35.87,0.56
1984.0,Tamil_Nadu,29.0,MAYILADUTURAI,60.16,38.68,0.84
1984.0,Tamil_Nadu,30.0,NAGAPATTINAM,49.91,49.53,0.56
1984.0,Tamil_Nadu,31.0,THANJAVUR,55.35,39.21,5.44
1984.0,Tamil_Nadu,32.0,PUDUKKOTTAI,68.43,25.95,2.71
1984.0,Tamil_Nadu,33.0,SIVAGANGA,68.1,29.73,2.17
1984.0,Tamil_Nadu,34.0,RAMANATHAPURAM,51.09,32.48,10.61
1984.0,Tamil_Nadu,35.0,SIVAKASI,53.69,42.67,2.07
1984.0,Tamil_Nadu,36.0,TIRUNELVELI,57.64,40.95,0.91
1984.0,Tamil_Nadu,38.0,TIRUCHENDUR,71.27,25.17,2.39
1984.0,Tamil_Nadu,39.0,NAGERCOIL,50.01,47.54,1.69
1984.0,Odisha,1.0,MAYURBHANJ,58.25,35.21,3.58
1984.0,Odisha,2.0,BALASORE,56.55,40.22,1.87
1984.0,Odisha,3.0,BHADRAK,55.49,40.92,3.14
1984.0,Odisha,4.0,JAJPUR,54.1,41.34,3.29
1984.0,Odisha,5.0,KENDRAPARA,50.14,46.85,1.35
1984.0,Odisha,6.0,CUTTACK,55.46,38.88,2.25
1984.0,Odisha,7.0,JAGATSINGHPUR,48.19,48.01,2.22
1984.0,Odisha,8.0,PURI,52.56,29.59,8.2
1984.0,Odisha,9.0,BHUBANESWAR,60.07,37.36,2.57
1984.0,Odisha,10.0,ASKA,60.76,31.4,2.78
1984.0,Odisha,11.0,BERHAMPUR,67.86,26.11,3.05
1984.0,Odisha,12.0,KORAPUT,68.52,24.31,7.17
1984.0,Odisha,14.0,KALAHANDI,47.6,40.21,5.29
1984.0,Odisha,15.0,PHULBANI,64.87,29.23,3.23
1984.0,Odisha,16.0,BOLANGIR,52.63,42.65,2.8
1984.0,Odisha,17.0,SAMBALPUR,60.68,26.73,8.67
1984.0,Odisha,18.0,DEOGARH,55.77,31.54,7.22
1984.0,Odisha,19.0,DHENKANAL,72.74,22.67,3.84
1984.0,Odisha,20.0,SUNDARGARH,56.99,22.51,8.11
1984.0,Odisha,21.0,KEONJHAR,57.68,30.74,3.51
1984.0,Gujarat,1.0,KUTCH,43.7,33.56,14.74
1984.0,Gujarat,2.0,SURENDRANAGAR,52.85,42.82,1.78
1984.0,Gujarat,3.0,JAMNAGAR,52.0,45.23,1.06
1984.0,Gujarat,4.0,RAJKOT,55.26,41.14,0.71
1984.0,Gujarat,5.0,PORBANDAR,60.14,37.3,0.65
1984.0,Gujarat,6.0,JUNAGADH,52.7,43.77,1.71
1984.0,Gujarat,7.0,AMRELI,53.07,43.42,1.22
1984.0,Gujarat,8.0,BHAVNAGAR,37.64,34.51,18.03
1984.0,Gujarat,9.0,DHANDHUKA,51.62,45.61,2.12
1984.0,Gujarat,10.0,AHMEDABAD,51.02,43.73,1.24
1984.0,Gujarat,11.0,GANDHINAGAR,46.84,46.33,1.27
1984.0,Gujarat,12.0,MEHSANA,52.86,44.79,0.51
1984.0,Gujarat,13.0,PATAN,47.36,45.6,1.33
1984.0,Gujarat,14.0,BANASKANTHA,47.47,40.38,7.79
1984.0,Gujarat,15.0,SABARKANTHA,47.04,45.51,1.76
1984.0,Gujarat,16.0,KAPADVANJ,51.35,44.12,2.56
1984.0,Gujarat,17.0,DOHAD,67.47,21.92,3.68
1984.0,Gujarat,18.0,GODHRA,60.18,35.07,1.89
1984.0,Gujarat,19.0,KAIRA,65.74,32.55,0.9
1984.0,Gujarat,20.0,ANAND,51.35,35.96,11.61
1984.0,Gujarat,21.0,CHHOTA UDAIPUR,63.38,31.47,1.49
1984.0,Gujarat,22.0,BARODA,56.45,27.43,12.44
1984.0,Gujarat,23.0,BROACH,63.0,34.44,1.11
1984.0,Gujarat,24.0,SURAT,53.71,44.23,0.81
1984.0,Gujarat,25.0,MANDVI,61.13,34.24,2.65
1984.0,Gujarat,26.0,BULSAR,55.67,41.85,1.34
1984.0,Andaman_&_Nicobar_Islands,1.0,ANDAMAN & NICOBAR ISLANDS,52.85,31.34,12.46
1984.0,Chandigarh,1.0,CHANDIGARH,66.02,23.56,5.6
1984.0,Maharashtra,1.0,RAJAPUR,48.26,41.33,6.9
1984.0,Maharashtra,2.0,RATNAGIRI,43.93,37.69,12.23
1984.0,Maharashtra,3.0,KOLABA,46.25,37.95,13.8
1984.0,Maharashtra,4.0,BOMBAY SOUTH,60.18,28.52,8.78
1984.0,Maharashtra,5.0,BOMBAY SOUTH CENTRAL,41.26,22.4,19.69
1984.0,Maharashtra,6.0,BOMBAY NORTH CENTRAL,48.44,18.18,17.04
1984.0,Maharashtra,7.0,BOMBAY NORTH EAST,42.62,27.64,8.98
1984.0,Maharashtra,8.0,BOMBAY NORTH WEST,60.67,30.31,7.13
1984.0,Maharashtra,9.0,BOMBAY NORTH,56.05,35.68,3.75
1984.0,Maharashtra,10.0,THANE,58.73,38.11,1.07
1984.0,Maharashtra,11.0,DAHANU,47.5,27.63,22.91
1984.0,Maharashtra,12.0,NASHIK,45.16,36.57,8.6
1984.0,Maharashtra,13.0,MALEGAON,52.68,42.72,2.09
1984.0,Maharashtra,14.0,DHULE,56.19,39.3,2.81
1984.0,Maharashtra,15.0,NANDURBAR,65.88,25.08,5.26
1984.0,Maharashtra,16.0,ERANDOL,48.44,34.2,12.35
1984.0,Maharashtra,17.0,JALGAON,51.24,39.19,4.18
1984.0,Maharashtra,18.0,BULDHANA,35.91,25.53,15.77
1984.0,Maharashtra,19.0,AKOLA,34.86,32.17,29.02
1984.0,Maharashtra,20.0,WASHIM,42.28,40.07,14.83
1984.0,Maharashtra,21.0,AMRAVATI,52.24,23.05,11.58
1984.0,Maharashtra,22.0,RAMTEK,65.0,23.44,5.88
1984.0,Maharashtra,23.0,NAGPUR,52.99,29.41,14.15
1984.0,Maharashtra,24.0,BHANDARA,53.15,27.19,13.16
1984.0,Maharashtra,25.0,CHIMUR,51.93,20.28,17.89
1984.0,Maharashtra,26.0,CHANDRAPUR,56.63,13.78,12.06
1984.0,Maharashtra,27.0,WARDHA,48.96,44.27,2.25
1984.0,Maharashtra,28.0,YAVATMAL,63.63,25.17,4.95
1984.0,Maharashtra,29.0,HINGOLI,54.87,21.33,11.31
1984.0,Maharashtra,30.0,NANDED,59.85,26.3,7.41
1984.0,Maharashtra,31.0,PARBHANI,55.62,32.55,6.97
1984.0,Maharashtra,32.0,JALNA,47.21,30.35,14.19
1984.0,Maharashtra,33.0,AURANGABAD,51.06,31.89,9.1
1984.0,Maharashtra,34.0,BEED,48.54,24.35,22.42
1984.0,Maharashtra,35.0,LATUR,54.43,38.35,4.38
1984.0,Maharashtra,36.0,OSMANABAD,53.13,38.72,4.84
1984.0,Maharashtra,37.0,SHOLAPUR,61.49,16.07,11.88
1984.0,Maharashtra,38.0,PANDHARPUR,57.17,37.93,2.91
1984.0,Maharashtra,39.0,AHMEDNAGAR,58.89,37.93,1.75
1984.0,Maharashtra,40.0,KOPARGAON,57.6,38.71,1.2
1984.0,Maharashtra,41.0,KHED,49.82,45.72,1.29
1984.0,Maharashtra,42.0,PUNE,60.38,21.9,10.32
1984.0,Maharashtra,43.0,BARAMATI,60.63,37.07,0.82
1984.0,Maharashtra,44.0,SATARA,58.48,37.8,1.95
1984.0,Maharashtra,45.0,KARAD,83.09,14.7,1.61
1984.0,Maharashtra,47.0,ICHALKARANJI,53.78,45.25,0.64
1984.0,Maharashtra,48.0,KOLHAPUR,65.33,30.15,2.48
1984.0,Haryana,1.0,AMBALA,59.52,22.23,9.35
1984.0,Haryana,2.0,KURUKSHETRA,54.08,25.92,7.94
1984.0,Haryana,3.0,KARNAL,48.67,29.18,15.34
1984.0,Haryana,4.0,SONEPAT,48.54,47.95,0.78
1984.0,Haryana,5.0,ROHTAK,49.27,42.22,5.06
1984.0,Haryana,6.0,FARIDABAD,54.01,28.57,6.2
1984.0,Haryana,7.0,MAHENDRAGARH,60.68,21.98,12.31
1984.0,Haryana,8.0,BHIWANI,66.0,30.44,0.7
1984.0,Haryana,9.0,HISSAR,51.98,41.39,2.32
1984.0,Haryana,10.0,SIRSA,54.66,38.54,1.67
1984.0,Uttar_Pradesh,1.0,TEHRI GARHWAL,63.58,19.74,4.9
1984.0,Uttar_Pradesh,2.0,GARHWAL,60.61,25.88,3.14
1984.0,Uttar_Pradesh,3.0,ALMORA,61.26,14.79,14.05
1984.0,Uttar_Pradesh,4.0,NAINITAL,64.45,25.33,3.82
1984.0,Uttar_Pradesh,5.0,BIJNOR,56.78,30.92,3.17
1984.0,Uttar_Pradesh,6.0,AMROHA,39.86,36.07,15.95
1984.0,Uttar_Pradesh,7.0,MORADABAD,29.41,27.62,20.98
1984.0,Uttar_Pradesh,8.0,RAMPUR,50.17,25.53,20.07
1984.0,Uttar_Pradesh,9.0,SAMBHAL,36.46,24.35,17.79
1984.0,Uttar_Pradesh,10.0,BUDAUN,44.59,32.5,17.42
1984.0,Uttar_Pradesh,11.0,AONLA,36.76,20.21,16.63
1984.0,Uttar_Pradesh,12.0,BAREILLY,45.97,29.59,10.14
1984.0,Uttar_Pradesh,13.0,PILIBHIT,63.84,23.39,5.52
1984.0,Uttar_Pradesh,14.0,SHAHJAHANPUR,50.52,42.45,3.19
1984.0,Uttar_Pradesh,15.0,KHERI,72.19,11.12,9.44
1984.0,Uttar_Pradesh,16.0,SHAHABAD,47.87,18.78,10.81
1984.0,Uttar_Pradesh,17.0,SITAPUR,50.25,25.01,13.77
1984.0,Uttar_Pradesh,18.0,MISRIKH,64.8,25.2,4.08
1984.0,Uttar_Pradesh,19.0,HARDOI,53.39,36.86,4.26
1984.0,Uttar_Pradesh,20.0,LUCKNOW,55.67,15.5,12.16
1984.0,Uttar_Pradesh,21.0,MOHANLALGANJ,55.52,16.58,11.77
1984.0,Uttar_Pradesh,22.0,UNNAO,52.5,41.78,1.99
1984.0,Uttar_Pradesh,23.0,RAE BARELI,70.07,12.6,11.47
1984.0,Uttar_Pradesh,24.0,PRATAPGARH,71.62,12.01,3.79
1984.0,Uttar_Pradesh,25.0,AMETHI,83.67,11.5,0.68
1984.0,Uttar_Pradesh,26.0,SULTANPUR,54.54,14.8,14.67
1984.0,Uttar_Pradesh,27.0,AKBARPUR,44.69,28.66,7.02
1984.0,Uttar_Pradesh,28.0,FAIZABAD,44.57,17.67,14.57
1984.0,Uttar_Pradesh,29.0,BARA BANKI,53.34,28.44,8.42
1984.0,Uttar_Pradesh,30.0,KAISERGANJ,53.17,18.65,8.48
1984.0,Uttar_Pradesh,31.0,BAHRAICH,50.57,21.97,11.4
1984.0,Uttar_Pradesh,32.0,BALRAMPUR,32.23,30.06,21.44
1984.0,Uttar_Pradesh,33.0,GONDA,67.54,24.44,2.41
1984.0,Uttar_Pradesh,34.0,BASTI,67.33,21.56,5.62
1984.0,Uttar_Pradesh,35.0,DOMARIAGANJ,51.77,25.93,11.45
1984.0,Uttar_Pradesh,36.0,KHALILABAD,49.79,19.89,16.39
1984.0,Uttar_Pradesh,37.0,BANSGAON,62.93,15.82,8.76
1984.0,Uttar_Pradesh,38.0,GORAKHPUR,51.05,25.23,5.23
1984.0,Uttar_Pradesh,39.0,MAHARAJGANJ,46.81,18.89,13.96
1984.0,Uttar_Pradesh,40.0,PADRAUNA,47.7,28.44,7.8
1984.0,Uttar_Pradesh,41.0,DEORIA,55.71,21.99,7.94
1984.0,Uttar_Pradesh,42.0,SALEMPUR,39.73,23.93,21.5
1984.0,Uttar_Pradesh,43.0,BALLIA,52.6,40.04,1.67
1984.0,Uttar_Pradesh,44.0,GHOSI,38.78,23.07,13.78
1984.0,Uttar_Pradesh,45.0,AZAMGARH,40.68,40.01,4.1
1984.0,Uttar_Pradesh,46.0,LALGANJ,52.53,27.52,9.35
1984.0,Uttar_Pradesh,47.0,MACHHLISHAHR,44.6,27.7,8.17
1984.0,Uttar_Pradesh,48.0,JAUNPUR,46.61,27.73,8.93
1984.0,Uttar_Pradesh,49.0,SAIDPUR,46.09,25.85,11.18
1984.0,Uttar_Pradesh,50.0,GHAZIPUR,36.4,21.04,19.73
1984.0,Uttar_Pradesh,51.0,CHANDAULI,44.92,33.53,8.97
1984.0,Uttar_Pradesh,52.0,VARANASI,41.58,15.93,13.67
1984.0,Uttar_Pradesh,53.0,ROBERTSGANJ,49.95,26.22,13.45
1984.0,Uttar_Pradesh,54.0,MIRZAPUR,37.03,29.27,16.33
1984.0,Uttar_Pradesh,55.0,PHULPUR,53.8,28.38,7.42
1984.0,Uttar_Pradesh,56.0,ALLAHABAD,68.21,25.15,0.72
1984.0,Uttar_Pradesh,57.0,CHAIL,47.05,45.98,2.31
1984.0,Uttar_Pradesh,58.0,FATEHPUR,55.7,30.89,3.58
1984.0,Uttar_Pradesh,59.0,BANDA,37.58,22.37,13.02
1984.0,Uttar_Pradesh,60.0,HAMIRPUR,52.57,35.89,3.11
1984.0,Uttar_Pradesh,61.0,JHANSI,53.18,28.02,3.3
1984.0,Uttar_Pradesh,62.0,JALAUN,45.5,31.29,10.68
1984.0,Uttar_Pradesh,63.0,GHATAMPUR,48.89,35.46,5.82
1984.0,Uttar_Pradesh,64.0,BILHAUR,54.73,35.68,2.99
1984.0,Uttar_Pradesh,65.0,KANPUR,56.92,20.41,9.95
1984.0,Uttar_Pradesh,66.0,ETAWAH,43.06,37.68,8.78
1984.0,Uttar_Pradesh,67.0,KANNAUJ,41.44,28.61,14.58
1984.0,Uttar_Pradesh,68.0,FARRUKHABAD,52.48,24.43,17.9
1984.0,Uttar_Pradesh,69.0,MAINPURI,50.09,37.24,7.19
1984.0,Uttar_Pradesh,70.0,JALESAR,38.85,36.31,10.94
1984.0,Uttar_Pradesh,71.0,ETAH,31.57,30.59,19.48
1984.0,Uttar_Pradesh,72.0,FIROZABAD,47.8,28.95,16.2
1984.0,Uttar_Pradesh,73.0,AGRA,43.11,31.51,10.31
1984.0,Uttar_Pradesh,74.0,MATHURA,58.69,35.64,3.11
1984.0,Uttar_Pradesh,75.0,HATHRAS,44.51,32.5,12.59
1984.0,Uttar_Pradesh,76.0,ALIGARH,54.33,28.65,11.41
1984.0,Uttar_Pradesh,77.0,KHURJA,58.7,26.16,6.63
1984.0,Uttar_Pradesh,78.0,BULANDSHAHR,56.79,32.91,5.81
1984.0,Uttar_Pradesh,79.0,HAPUR,56.24,22.98,9.27
1984.0,Uttar_Pradesh,80.0,MEERUT,50.36,29.95,11.78
1984.0,Uttar_Pradesh,81.0,BAGHPAT,53.72,35.56,7.14
1984.0,Uttar_Pradesh,82.0,MUZAFFARNAGAR,50.94,28.27,8.91
1984.0,Uttar_Pradesh,83.0,KAIRANA,52.98,30.94,9.94
1984.0,Uttar_Pradesh,84.0,SAHARANPUR,53.13,39.22,2.98
1984.0,Uttar_Pradesh,85.0,HARDWAR,57.35,26.81,4.76
1984.0,Meghalaya,1.0,SHILLONG,55.75,35.88,5.22
1984.0,Meghalaya,2.0,TURA,74.3,19.43,6.27
1984.0,Manipur,1.0,INNER MANIPUR,24.33,20.89,18.59
1984.0,Manipur,2.0,OUTER MANIPUR,45.93,36.04,10.81
1984.0,Rajasthan,1.0,GANGANAGAR,63.72,26.4,4.54
1984.0,Rajasthan,2.0,BIKANER,51.33,28.22,11.04
1984.0,Rajasthan,3.0,CHURU,51.28,28.9,14.66
1984.0,Rajasthan,4.0,JHUNJHUNU,47.25,36.88,10.22
1984.0,Rajasthan,5.0,SIKAR,52.46,20.22,19.55
1984.0,Rajasthan,6.0,JAIPUR,55.81,39.12,0.79
1984.0,Rajasthan,7.0,DAUSA,53.94,37.59,2.46
1984.0,Rajasthan,8.0,ALWAR,48.35,17.99,17.1
1984.0,Rajasthan,9.0,BHARATPUR,41.76,24.08,16.47
1984.0,Rajasthan,10.0,BAYANA,48.2,24.09,11.43
1984.0,Rajasthan,11.0,SAWAI MADHOPUR,59.69,35.42,3.39
1984.0,Rajasthan,12.0,AJMER,50.32,37.12,4.6
1984.0,Rajasthan,13.0,TONK,56.38,31.38,7.68
1984.0,Rajasthan,14.0,KOTA,52.91,40.31,1.65
1984.0,Rajasthan,15.0,JHALAWAR,54.58,36.78,2.84
1984.0,Rajasthan,16.0,BANSWARA,50.53,19.82,19.5
1984.0,Rajasthan,17.0,SALUMBER,52.45,30.05,10.56
1984.0,Rajasthan,18.0,UDAIPUR,58.9,35.54,2.99
1984.0,Rajasthan,19.0,CHITTORGARH,53.06,35.18,6.67
1984.0,Rajasthan,20.0,BHILWARA,62.12,24.48,4.15
1984.0,Rajasthan,21.0,PALI,44.28,35.88,7.99
1984.0,Rajasthan,22.0,JALORE,66.46,27.88,3.41
1984.0,Rajasthan,23.0,BARMER,45.32,23.4,22.53
1984.0,Rajasthan,24.0,JODHPUR,61.16,27.91,3.28
1984.0,Rajasthan,25.0,NAGAUR,40.51,31.57,22.48
1984.0,Puducherry,1.0,PONDICHERRY,58.86,36.07,2.29
1984.0,Tripura,1.0,TRIPURA WEST,48.68,47.94,1.48
1984.0,Tripura,2.0,TRIPURA EAST,52.4,43.08,3.33
1984.0,Delhi,1.0,NEW DELHI,67.86,30.37,0.26
1984.0,Delhi,2.0,SOUTH DELHI,61.07,37.01,0.27
1984.0,Delhi,3.0,OUTER DELHI,72.75,23.05,1.07
1984.0,Delhi,4.0,EAST DELHI,76.95,14.74,1.75
1984.0,Delhi,5.0,CHANDNI CHOWK,60.52,37.18,0.34
1984.0,Delhi,6.0,DELHI SADAR,62.11,35.78,0.47
1984.0,Delhi,7.0,KAROL BAGH,68.81,29.47,0.26
1984.0,West_Bengal,1.0,COOCH BEHAR,53.04,46.05,0.91
1984.0,West_Bengal,2.0,ALIPURDUARS,51.91,46.29,1.44
1984.0,West_Bengal,3.0,JALPAIGURI,50.49,44.63,1.48
